,node2vec,gmvae,Unnamed: 0,label,type
884.0,"[-0.47954, -0.0317447, 0.315359, 0.361056, -0.0388696, -0.0805546, -0.797932, 0.10939, -0.919257, 1.3063, 1.60332, 1.78804, -0.661447, -0.75122, -3.56999, -1.47209]","[-0.432731568813324, 0.23362526297569275, -0.35949623584747314, 1.2861648797988892, -0.5562978982925415, 0.19857464730739594, 0.13661211729049683, -0.07011452317237854, -0.8009103536605835, 0.6111651062965393, -0.2718024253845215, 0.04189179465174675, -0.3965994715690613, 0.08677059412002563, 0.11430692672729492, 0.14422522485256195]",884,Hypereosinophilic syndrome,Hematological
887.0,"[-0.298626, -0.266391, -0.00275238, 0.441838, -0.250765, 0.243369, -0.842347, 0.149265, -1.26995, 1.65095, 1.65953, 1.61636, -0.771157, -0.999091, -4.24226, -1.27752]","[-0.14728784561157227, 0.7450429797172546, 0.28531742095947266, -1.1991163492202759, 0.9822861552238464, -0.156661719083786, -0.22113581001758575, -1.3276724815368652, -0.7680350542068481, 1.3401261568069458, 0.22885379195213318, 0.5574966669082642, 0.878206193447113, 0.5116362571716309, 0.2181091010570526, -1.2615123987197876]",887,Ossication of the posterior longitudinal spinal ligaments,Connective tissue disorder
888.0,"[-0.652436, -0.251478, 0.175141, 0.61829, -0.130899, 0.0275054, -1.21848, -0.0353024, -1.04844, 1.93255, 1.47859, 1.92431, -0.997422, -0.83121, -4.67906, -1.16543]","[-0.08260077238082886, -0.40734124183654785, 0.5418673753738403, 0.22341522574424744, -1.041234016418457, 0.6458064317703247, 0.3142531216144562, 0.6324543952941895, -1.0011651515960693, -0.5700151920318604, 0.13846583664417267, -0.5519453287124634, 0.46476906538009644, -0.09851090610027313, -0.45166873931884766, -1.1431519985198975]",888,Enlarged vestibular aqueduct,"Ear,Nose,Throat"
889.0,"[-0.687657, -0.26696, 0.229149, 0.574262, -0.151027, 0.0302158, -1.21441, 0.0302959, -1.04095, 1.93718, 1.56428, 1.91419, -0.951408, -0.802986, -4.62901, -1.1969]","[-0.20198263227939606, -1.0647813081741333, 0.405441552400589, 0.8529949188232422, -0.853456974029541, 0.6101409196853638, 0.5674537420272827, 0.25227248668670654, 0.6110100150108337, -0.46203726530075073, 0.06020466983318329, -0.7570357918739319, 0.3351666331291199, -0.0917406976222992, -0.6093923449516296, -0.36639711260795593]",889,Pendred syndrome,"Ear,Nose,Throat"
897.0,"[-0.696621, -0.141771, 0.420062, 0.222741, -0.317644, 0.311009, -0.842899, 0.217541, -0.962073, 1.80443, 1.84631, 1.52463, -0.786727, -0.656704, -4.16832, -1.09795]","[-0.7219144105911255, -0.08369863033294678, 0.059699445962905884, -0.04374060034751892, -0.34682801365852356, 0.8894531726837158, 0.20448321104049683, 0.48399651050567627, 0.19018858671188354, 0.1529008001089096, -0.0392112135887146, 0.07972535490989685, -0.05435674265027046, 0.29268351197242737, 0.9732497930526733, 0.5172402858734131]",897,Myoglobinuria/hemolysis due to PGK deciency,Metabolic
902.0,"[-0.720144, -0.177917, 0.246273, 0.567378, 0.0638051, 0.299222, -1.15351, 0.22544, -0.743339, 1.66604, 1.98354, 1.6931, -0.877252, -0.966526, -4.24472, -1.29822]","[-0.1555604636669159, 0.5635196566581726, 0.0715317577123642, 0.41499951481819153, 0.752911388874054, 1.2898188829421997, 0.04812288284301758, -0.3287578225135803, 0.33858197927474976, -0.8579323291778564, 0.07743744552135468, -0.1259189248085022, -1.0858583450317383, 0.8607269525527954, 1.1094645261764526, -0.13053148984909058]",902,Emphysema,Respiratory
904.0,"[-0.303651, -0.292581, 0.186221, 0.645706, -0.545989, 0.278833, -0.951361, -0.0929931, -1.1664, 1.78677, 2.63485, 2.09758, -0.720369, -0.726944, -4.79168, -1.74916]","[-0.4871966242790222, -0.9282641410827637, 0.030392944812774658, 0.21562324464321136, 0.44254475831985474, 1.0082428455352783, -0.052255384624004364, -0.32259106636047363, -0.2629820704460144, 0.7773469686508179, -0.6486449837684631, -1.2387553453445435, 0.5178728699684143, 0.9798948764801025, -0.6192673444747925, 0.7396933436393738]",904,Ring dermoid of cornea,Ophthamological
909.0,"[-0.775987, -0.390485, 0.261133, 0.523716, -0.239644, 0.0897436, -0.678039, 0.00201075, -0.55191, 1.59695, 1.42786, 1.82966, -0.602025, -0.846044, -3.72269, -1.25543]","[-0.5117685794830322, 0.7060145139694214, 0.34563446044921875, -0.6944577693939209, 0.5269188284873962, -0.019827216863632202, 0.5016005635261536, -0.8192588090896606, -0.06566248089075089, 0.39093178510665894, 0.2276969850063324, 0.12330082058906555, 1.1151626110076904, -0.6695383787155151, -0.04113040864467621, -0.7131469249725342]",909,Nevo syndrome,Connective tissue disorder
911.0,"[-0.432519, -0.178728, 0.234288, 0.474865, -0.281157, 0.166611, -1.05559, -0.254398, -0.773527, 1.52281, 1.55966, 1.63074, -0.77919, -1.05175, -4.00759, -1.23767]","[1.9480211734771729, -1.2515770196914673, 0.12695103883743286, 0.31014594435691833, 0.7878497838973999, -0.5136906504631042, 0.7608251571655273, 0.5527437925338745, 0.002066999673843384, -1.1988885402679443, 0.3972877264022827, -0.04993855953216553, 0.8912031054496765, -0.2852056324481964, 0.09537617862224579, -0.5287628173828125]",911,Pelizaeus-Merzbacher disease,Neurological
912.0,"[-0.463021, -0.197706, 0.262339, 0.286503, -0.390085, -0.012538, -1.12258, 0.0946516, -0.841782, 1.45945, 1.75809, 1.29249, -0.637866, -0.671209, -3.86145, -1.31093]","[0.5441899299621582, 0.5822463035583496, -0.5328022241592407, 0.19650128483772278, 1.5945262908935547, 0.32124707102775574, -0.2743210196495056, -0.12076935172080994, -0.8772507905960083, 0.12423844635486603, -0.2434120774269104, 0.79493248462677, 0.11186918616294861, 0.49378839135169983, 0.6427639722824097, -0.0317341685295105]",912,Neuroectodermal tumors,Multiple
919.0,"[-0.373998, -0.351391, -0.0832851, 0.466524, -0.331383, 0.186629, -0.993628, -0.0538365, -1.20726, 1.69287, 1.71429, 1.57282, -0.723433, -1.18111, -4.43905, -1.35914]","[-2.2080469131469727, 0.6853389143943787, 0.2927951216697693, 0.004174783825874329, 0.09753946959972382, -0.2102164924144745, -0.1381918489933014, -1.0284714698791504, -1.6671507358551025, 0.7619847059249878, 0.16487878561019897, -0.2797108292579651, -0.2419135570526123, 1.039129376411438, 0.6297414302825928, -0.15860748291015625]",919,Insulin resistance,Metabolic
923.0,"[-0.73162, -0.238917, 0.338339, 0.473301, -0.230673, 0.539412, -1.15248, 0.0425359, -0.952398, 1.75761, 1.9538, 1.99231, -0.741484, -0.634934, -4.96819, -1.44576]","[-0.17654594779014587, -0.4125741124153137, 0.8236395120620728, 0.019122466444969177, -0.4269735515117645, -0.1642579734325409, -0.21943971514701843, 0.9239891767501831, -0.1499948650598526, -0.2690366208553314, 0.9300188422203064, 1.2230455875396729, -0.3506896197795868, -1.0202075242996216, -0.5880156755447388, -0.4596433639526367]",923,Adrenocortical carcinoma,Cancer
924.0,"[-0.699724, -0.25964, 0.351924, 0.485268, -0.187198, 0.517769, -1.15144, 0.0493114, -0.924289, 1.70378, 1.91454, 1.89967, -0.699163, -0.678315, -4.93362, -1.43833]","[1.108948826789856, 0.25929707288742065, -0.6075297594070435, 0.5211127996444702, 1.1956576108932495, 0.08416777849197388, 0.5894837975502014, 1.0179401636123657, -0.008103281259536743, 0.1234591007232666, 0.701598048210144, -0.1074618399143219, -0.30114948749542236, -0.3823099732398987, -0.36697956919670105, 1.4012446403503418]",924,"Myxoma, intracardiac",Cardiovascular
925.0,"[-0.699567, -0.294674, 0.296564, 0.48801, -0.240518, 0.492754, -1.13777, 0.0466807, -0.943176, 1.75789, 1.89918, 1.8882, -0.709506, -0.704927, -4.91762, -1.44362]","[0.4778923988342285, -0.12199735641479492, 0.6034743785858154, -0.2136518657207489, 0.21658951044082642, -0.6171003580093384, 0.2631659209728241, 0.38606536388397217, 0.08572009205818176, -0.8797550201416016, -0.23798567056655884, 0.030826330184936523, 0.07495974749326706, -0.7002763152122498, -0.21788224577903748, -0.6986469030380249]",925,"Pigmented adrenocortical disease, primary isolated",Cancer
928.0,"[-0.727028, -0.22746, 0.42594, 0.812025, -0.623628, 0.326702, -1.36251, -0.152873, -1.0093, 2.39517, 2.04509, 1.71989, -1.50165, -1.58407, -5.76521, -1.54357]","[-0.33139851689338684, -0.18285949528217316, 0.3001500964164734, 0.7522845268249512, 0.3755071759223938, -0.9772985577583313, 0.09805728495121002, -0.4368123710155487, 0.3436533510684967, 1.0426106452941895, -0.07365530729293823, -0.2614564001560211, 0.4251057505607605, -0.2700587511062622, -0.027483731508255005, -1.460709571838379]",928,Gerstmann-Straussler disease,Neurological
929.0,"[-0.72537, -0.242456, 0.402908, 0.827469, -0.647733, 0.346474, -1.33308, -0.144809, -1.00827, 2.39143, 2.00334, 1.64102, -1.51768, -1.59775, -5.70912, -1.50046]","[-0.44906914234161377, 0.33177638053894043, -0.06161534786224365, 0.2160518765449524, -1.2269388437271118, -0.6295706033706665, -0.8032030463218689, -0.4721169173717499, -0.41789865493774414, -0.4737812280654907, -0.8015137910842896, 1.0305848121643066, 0.3617295026779175, 0.6178006529808044, 0.6401422619819641, 0.4115380048751831]",929,Prion disease with protracted course,Neurological
930.0,"[-0.523475, -0.192769, 0.216978, 0.389077, -0.197651, 0.383288, -1.21435, -0.0986215, -0.712523, 1.79286, 1.71763, 1.80512, -0.644023, -1.06263, -4.02205, -1.21032]","[0.5845579504966736, -0.9308053851127625, -0.29364293813705444, 0.10288231074810028, -0.13425087928771973, 1.0566147565841675, 0.05474124848842621, 0.943474292755127, 0.6083046197891235, -0.21637094020843506, 1.1305228471755981, -0.11778011173009872, 0.3747793138027191, -0.5444474220275879, 0.6409606337547302, 1.0252673625946045]",930,Hyperprolinemia,Metabolic
935.0,"[-0.46271, -0.314381, 0.315922, 0.486365, -0.291792, 0.370597, -0.935523, 0.054889, -0.846826, 2.15355, 1.8142, 1.80422, -0.858407, -1.29367, -4.52318, -1.27737]","[-1.18063485622406, -0.506362795829773, -0.2856276035308838, -0.2406265288591385, -0.30037474632263184, -0.7430262565612793, 0.4860430955886841, 0.0334014892578125, -0.25523287057876587, -0.07452093064785004, -0.9854036569595337, 0.9480587244033813, -0.04318341612815857, 0.21661527454853058, 0.908395528793335, 1.0483200550079346]",935,Pick disease,Neurological
938.0,"[-0.851979, -0.0783935, 0.255464, 0.62147, -0.562279, 0.195901, -1.37778, -0.0180981, -0.989606, 2.12999, 2.25981, 2.16683, -1.01091, -1.2086, -5.59976, -1.38609]","[0.35856500267982483, -0.16526831686496735, -0.2316884994506836, 0.07373940944671631, -0.4318973422050476, 0.27414435148239136, -0.028486482799053192, -0.5643748044967651, -0.17639261484146118, -0.11564609408378601, -0.5640437602996826, -0.32062357664108276, 0.5075299739837646, -0.962770938873291, 0.13703781366348267, 0.138444185256958]",938,Basal cell carcinoma,Cancer
939.0,"[-0.715817, -0.0685262, 0.214812, 0.540623, -0.508097, 0.169026, -1.18633, 0.0125169, -0.84902, 1.79349, 1.92567, 1.83236, -0.884586, -1.00299, -4.79918, -1.17496]","[-0.6759868264198303, -0.05150537192821503, -1.1899654865264893, -0.013340786099433899, -0.3149023652076721, 0.8728221654891968, 0.14979463815689087, -0.20430822670459747, -0.16038987040519714, -0.6365112662315369, -0.17835040390491486, 0.0827598124742508, 0.5360813140869141, -0.01930183917284012, -0.16947190463542938, 0.23588719964027405]",939,Basal cell nevus syndrome,Multiple
940.0,"[-0.850802, -0.0475968, 0.244495, 0.615023, -0.599222, 0.163321, -1.30836, 0.000906791, -0.940491, 2.01194, 2.19272, 2.10664, -0.933689, -1.13804, -5.39434, -1.29856]","[-0.7426923513412476, 0.5947349667549133, -0.625851571559906, -0.531104564666748, -0.40797436237335205, 0.47049087285995483, 1.0222779512405396, -0.4650196433067322, 0.3865378499031067, 0.7271219491958618, -0.38330382108688354, -1.0683777332305908, 0.19898533821105957, -0.3441638946533203, -0.15130403637886047, 0.043419599533081055]",940,Holoprosencephaly,Developmental
941.0,"[-0.695128, -0.490176, 0.456281, 0.395915, -0.240516, 0.539768, -1.05128, -0.151208, -0.984623, 1.75346, 1.87484, 1.78789, -0.726151, -0.839571, -4.83575, -1.57608]","[0.2922305762767792, -1.1525983810424805, -0.04910391569137573, -1.1996994018554688, 0.7133339643478394, 0.3941306471824646, 0.1578781008720398, 0.4427333176136017, 0.13985073566436768, -0.22822348773479462, 1.6639666557312012, -0.5434772968292236, -0.35845011472702026, -0.23405879735946655, -0.5374536514282227, -0.7421017289161682]",941,Bannayan-Riley-Ruvalcaba syndrome,Unclassified
942.0,"[-0.721033, -0.479006, 0.455102, 0.348673, -0.233662, 0.481505, -1.09998, -0.105581, -0.978306, 1.74584, 1.84298, 1.73154, -0.768527, -0.841998, -4.81462, -1.58605]","[-0.23812492191791534, -1.2852526903152466, 0.16630277037620544, -0.37099796533584595, 0.8195053935050964, -0.14148330688476562, -0.4269724488258362, 0.0787523090839386, -0.4680992066860199, -0.52808678150177, 0.5104042291641235, 0.33846643567085266, -0.6690444946289062, -1.0065284967422485, -0.7523188591003418, -1.068603277206421]",942,Lhermitte-Duclos syndrome,Cancer
943.0,"[-0.682558, -0.423063, 0.461631, 0.349658, -0.185231, 0.474826, -1.02352, -0.181201, -0.931039, 1.74384, 1.78202, 1.74425, -0.750931, -0.805545, -4.72375, -1.604]","[-0.01231306791305542, -1.2217507362365723, -0.1268032342195511, -0.6257279515266418, 1.1453399658203125, 0.7644048929214478, 0.2874091863632202, 0.552282452583313, 0.555382251739502, -0.2585638761520386, 0.8324794769287109, 0.14958348870277405, -0.4773600995540619, -0.27118033170700073, 0.1779787242412567, -0.879254937171936]",943,Oligodendroglioma,Cancer
944.0,"[-0.688616, -0.461758, 0.447845, 0.37123, -0.191502, 0.501445, -1.10086, -0.183471, -0.984505, 1.68209, 1.76495, 1.73183, -0.794014, -0.895711, -4.73322, -1.58571]","[-0.7218096852302551, -0.10813499987125397, -0.8364924788475037, -0.36493051052093506, -0.3742233216762543, 0.7647643685340881, -0.20473137497901917, -1.5321158170700073, 0.11875957250595093, 0.41406556963920593, 0.07151758670806885, 1.6374444961547852, 0.029234319925308228, 0.602983832359314, -0.3274473249912262, -1.180488109588623]",944,VATER association with hydrocephalus,Multiple
947.0,"[-0.604708, 0.0119891, 0.310514, 0.362744, -0.154974, -0.0638049, -0.947464, 0.130852, -0.941605, 1.61053, 1.60623, 1.87391, -0.779839, -0.857631, -4.06647, -1.59796]","[0.2502635419368744, -1.135213017463684, 0.9694850444793701, 0.5525647401809692, -0.24234245717525482, -1.0480948686599731, -0.2942017912864685, 0.11449481546878815, -1.550473690032959, -0.001117207109928131, -0.34216850996017456, 0.21461650729179382, 1.0194008350372314, -0.2730535864830017, 0.9453261494636536, 0.3298604488372803]",947,Leopard syndrome,Multiple
948.0,"[-0.599834, 0.0646499, 0.307333, 0.370286, -0.20598, -0.00853404, -0.983555, 0.134559, -0.980444, 1.62033, 1.62097, 1.90632, -0.833525, -0.840492, -3.96436, -1.56046]","[0.30508309602737427, 0.2506287097930908, -1.2540878057479858, 1.1087485551834106, 0.09546694904565811, -0.34442847967147827, 0.22951824963092804, -0.6784564256668091, -0.7377843260765076, -0.24947066605091095, 0.2502284646034241, -0.3837571442127228, -1.2801203727722168, -0.11859135329723358, 0.9595431685447693, 0.49361762404441833]",948,Noonan syndrome,Developmental
949.0,"[-0.95043, -0.355044, 0.113353, 0.397615, -0.102549, 0.270792, -1.43045, -0.178987, -0.637429, 2.30403, 1.48347, 2.02611, -1.23819, -1.2287, -5.05751, -1.22945]","[-1.2141064405441284, 0.41765233874320984, -0.15409444272518158, 0.5755801200866699, -0.21885213255882263, 0.42515647411346436, -0.032706305384635925, 1.3820455074310303, -1.2027747631072998, -0.2985225319862366, 0.36063283681869507, -0.8983845710754395, -0.33132702112197876, 0.8073118329048157, -0.01615104079246521, 0.44470566511154175]",949,Zlotogora-Ogur syndrome,Multiple
953.0,"[-0.712043, 0.0656923, 0.403365, 0.344777, -0.0830323, -0.322285, -1.17508, 0.0648073, -0.985613, 2.01143, 1.90155, 2.0339, -1.29098, -1.76222, -5.38405, -1.47916]","[0.25251299142837524, -0.8623033761978149, 0.8579473495483398, -0.44692230224609375, 1.1213401556015015, 0.11598202586174011, -0.48806333541870117, -0.25520700216293335, -1.2000360488891602, -0.33888041973114014, 0.29639962315559387, -0.2205914855003357, 0.284409761428833, -0.13469353318214417, 0.8418755531311035, -0.41796499490737915]",953,Omenn syndrome,Immunological
954.0,"[-0.711665, -0.133835, 0.23476, 0.510268, -0.44435, 0.140937, -1.19177, -0.0147523, -0.873, 1.82565, 1.91881, 1.84164, -0.870206, -1.019, -4.71287, -1.262]","[1.0922693014144897, -0.9077821969985962, -0.5956213474273682, 0.42411360144615173, 0.048718929290771484, 1.7934247255325317, -0.12578323483467102, -0.16168425977230072, -0.6451888680458069, -0.8864414095878601, -0.20271927118301392, 0.22391152381896973, -0.591526448726654, 0.00299285352230072, 0.8356492519378662, 0.7163777947425842]",954,Capillary malformations,Cardiovascular
955.0,"[-0.680115, -0.101639, 0.237557, 0.47761, -0.420045, 0.152209, -1.23753, 0.00731664, -0.876829, 1.83449, 1.88292, 1.81384, -0.90185, -1.02654, -4.73252, -1.2822]","[1.0413053035736084, -0.2998775541782379, 0.7503275871276855, 0.4130079448223114, -0.48526185750961304, -0.5219895839691162, 0.6678615808486938, -0.11176848411560059, -0.4804070293903351, 0.43788546323776245, -0.24719417095184326, -0.24625858664512634, 0.7446117997169495, 0.17991048097610474, 0.9261060953140259, -0.6257566809654236]",955,Parkes Weber syndrome,Multiple
956.0,"[-0.490509, 0.0927559, -0.0634874, 0.29228, -0.0552704, 0.186886, -0.900023, 0.0911681, -0.529369, 1.58581, 1.27146, 1.58105, -0.47135, -0.450755, -3.48953, -1.0748]","[0.3452022671699524, -0.10633821785449982, -0.48217201232910156, -0.3265220522880554, 0.03936413675546646, -0.26762908697128296, -0.6558732390403748, -0.05052609741687775, -0.6815911531448364, -0.8896518349647522, -0.53462153673172, -0.050441592931747437, -0.30917686223983765, -0.9664553999900818, -0.5403040647506714, -0.7867995500564575]",956,Retinoblastoma,Cancer
958.0,"[-0.464854, -0.417983, 0.583094, 0.477414, -0.419238, 0.0463107, -1.3322, 0.0454862, -0.976166, 1.76226, 2.1564, 1.99038, -1.05254, -0.908429, -4.87988, -1.46597]","[0.3477071523666382, 0.04542951285839081, -0.33989229798316956, -0.41233283281326294, -0.723751425743103, 0.5167460441589355, -0.8930836915969849, 0.04939250648021698, -0.6373166441917419, -0.2378551959991455, 0.3471236228942871, -0.18778517842292786, -0.40669530630111694, -1.0858170986175537, -1.2792623043060303, 0.23303864896297455]",958,"Butterfly dystrophy, retinal",Ophthamological
959.0,"[-0.459419, -0.400296, 0.585939, 0.454387, -0.362749, 0.0703214, -1.28789, 0.00107977, -0.971926, 1.81229, 2.14632, 2.00824, -1.04607, -0.863815, -4.90631, -1.45175]","[-0.1359144002199173, -0.2424856275320053, 1.0574846267700195, 0.022969648241996765, 0.4897609353065491, -0.10371999442577362, -1.221461296081543, -0.45005160570144653, -0.2725471556186676, 0.6276305317878723, 1.787196397781372, -0.7169557809829712, 0.18356351554393768, 0.09053050726652145, -0.8732506036758423, -0.3163827061653137]",959,"Foveomacular dystrophy, adult-onset, with choroidal neovascularization",Ophthamological
960.0,"[-0.352691, -0.407684, 0.0199052, 0.345266, -0.298702, 0.301219, -0.896267, 0.13182, -0.901289, 1.60732, 1.45944, 1.79277, -0.597947, -0.878981, -4.01226, -1.10483]","[0.040436506271362305, -0.9794226884841919, -0.4659501910209656, -0.22531437873840332, 0.31868836283683777, 0.49884599447250366, -0.024232640862464905, 0.6568143367767334, -0.7470502853393555, -0.7866397500038147, 0.5114629864692688, 0.0830041766166687, -0.7844750881195068, -0.12620899081230164, 0.3961935341358185, 1.0958027839660645]",960,Hyperproreninemia,Cardiovascular
961.0,"[-0.761947, -0.363999, 0.27748, 0.189718, -0.636909, 0.509852, -1.33786, -0.172937, -1.1543, 2.14322, 2.05526, 2.53313, -1.1936, -1.02548, -5.41775, -1.65193]","[-0.6687350273132324, -0.09357806295156479, 0.24992254376411438, -0.041371285915374756, 0.3569953441619873, 1.2739759683609009, -0.07646283507347107, -0.45348894596099854, -0.2296089082956314, 0.4614480435848236, 0.17950095236301422, -0.5519009828567505, -0.07659278810024261, -0.19394755363464355, -0.079512819647789, 1.0759272575378418]",961,"Colonic aganglionosis, total, with small bowel involvement",Gastrointestinal
962.0,"[-0.73338, -0.17715, 0.424822, 0.276872, -0.385305, 0.363814, -0.963986, 0.241734, -0.981237, 1.84753, 1.87761, 1.54587, -0.756659, -0.637844, -4.25069, -1.09287]","[2.6529414653778076, -1.1243860721588135, -0.9902588129043579, 0.3750133514404297, 0.48467057943344116, 0.5666261911392212, -0.973316490650177, -0.2385779321193695, -1.0664548873901367, 0.5920524597167969, 0.4592536687850952, 0.13640359044075012, -0.507818877696991, 0.16268569231033325, 0.29653215408325195, -0.2577277421951294]",962,Rh-mod syndrome,Hematological
963.0,"[-0.651878, -0.143201, 0.382184, 0.274141, -0.31977, 0.345542, -0.798842, 0.173237, -1.03304, 1.8846, 1.83727, 1.54453, -0.785642, -0.770735, -4.21571, -1.17602]","[0.8185427188873291, 0.8444449305534363, -0.3126943111419678, 0.3988868296146393, 1.126807451248169, -0.3742283880710602, -0.5054757595062256, 0.291813462972641, -0.5958427786827087, -0.10262259095907211, -0.719161868095398, -0.21876290440559387, 0.10750823467969894, 0.28139257431030273, -0.20046381652355194, -0.38923314213752747]",963,Rh-negative blood type,Hematological
965.0,"[-0.432607, -0.432355, 0.561155, 0.501752, -0.328235, 0.0371489, -1.28585, 0.0261787, -0.957171, 1.84101, 2.12622, 2.07209, -1.09258, -0.946912, -5.00055, -1.46873]","[-0.7549991607666016, 0.3690323531627655, 0.184663787484169, 0.5022584795951843, 0.7793142795562744, -0.044210582971572876, -0.8937283158302307, -0.14886406064033508, -0.6353873014450073, 0.5541771650314331, 0.5065837502479553, -0.8188796043395996, 0.24217672646045685, 0.25842350721359253, -0.5058184862136841, -0.6385703682899475]",965,Bothnia retinal dystrophy,Ophthamological
966.0,"[-0.435959, -0.431524, 0.56542, 0.505816, -0.317908, 0.0608599, -1.27681, 0.0259025, -1.03207, 1.81695, 2.16006, 2.05813, -1.07569, -0.961504, -4.97246, -1.44652]","[0.8960611820220947, -0.05930541455745697, 0.26472926139831543, 0.4702659249305725, -0.19146086275577545, -0.06236978620290756, -0.7108947038650513, -0.5859578847885132, -0.7282069325447083, 0.18879133462905884, 0.7575660943984985, 0.5240927338600159, 0.3107239902019501, 0.8241515159606934, 0.11402696371078491, -0.11116605997085571]",966,Newfoundland rod-cone dystrophy,Ophthamological
968.0,"[-0.622837, -0.182927, 0.177419, 0.375921, -0.274064, 0.0408643, -1.12453, 0.121302, -0.902396, 1.67987, 1.65924, 1.53925, -0.672256, -0.762116, -4.01411, -1.39905]","[0.49885356426239014, 0.1346367597579956, 0.09960836172103882, -0.1277964860200882, 0.4129529893398285, -0.3381984531879425, 0.07241639494895935, -0.5491141080856323, -0.6801925301551819, -0.7046138048171997, -0.2701537609100342, 0.18257030844688416, -0.46124815940856934, -0.544403076171875, 0.16917113959789276, -0.5886639952659607]",968,Esophageal cancer,Cancer
969.0,"[-0.572499, -0.312392, -0.0581045, 0.673735, -0.362099, 0.338546, -1.11296, -0.0306539, -0.604234, 1.53472, 1.63626, 1.55648, -1.08583, -0.611263, -3.9699, -1.30607]","[-0.4257031977176666, -0.7535598278045654, -0.2164456695318222, 0.28848493099212646, -0.5055478811264038, 0.3626883625984192, 0.3879100978374481, -0.43352964520454407, -0.5558874607086182, -0.05347001552581787, 0.035562992095947266, -0.8967300653457642, -1.556678295135498, 0.4007684290409088, -0.35524362325668335, 0.3845164477825165]",969,Coffin-Lowry syndrome,Multiple
974.0,"[-1.65867, -0.408372, 0.202486, 0.260164, -0.445004, 0.15035, -1.61076, 0.272148, -1.05669, 2.12703, 2.35239, 2.14327, -1.76467, -1.51539, -6.1256, -1.71822]","[2.1715970039367676, 0.7343102097511292, -0.2522771656513214, 0.8220776915550232, 0.46925583481788635, -1.0051151514053345, 0.7639243602752686, 0.8040112853050232, 0.13387779891490936, -0.10115621984004974, 2.230804443359375, 0.49918967485427856, 1.051781415939331, 0.36486363410949707, 0.553677499294281, 1.2929177284240723]",974,"Cramps, potassium-aggravated",Muscular
975.0,"[-1.65639, -0.417892, 0.189424, 0.255003, -0.460358, 0.159572, -1.57862, 0.289362, -1.05712, 2.12363, 2.34726, 2.1196, -1.7728, -1.49897, -6.10592, -1.7192]","[2.1785542964935303, 0.7306169271469116, -0.31732845306396484, 0.9693778157234192, 0.519651472568512, -1.1454472541809082, 0.53267502784729, 1.2296814918518066, 0.9805988669395447, -0.20510178804397583, 1.9916846752166748, 0.455843985080719, 0.9743646383285522, 0.6828457117080688, 0.496583491563797, 0.6857231259346008]",975,Hyperkalemic periodic paralysis,Neurological
976.0,"[-1.65032, -0.401177, 0.232301, 0.27465, -0.478928, 0.158896, -1.58708, 0.25628, -1.0824, 2.0612, 2.31671, 2.07798, -1.69932, -1.48703, -5.9745, -1.67508]","[1.917384147644043, 0.5064385533332825, -0.598799467086792, 0.6995184421539307, 0.7176713347434998, -1.097801685333252, 0.8463180661201477, 0.8183998465538025, 0.29672080278396606, -0.15832068026065826, 2.0453379154205322, 0.33638760447502136, 1.177312970161438, 0.3643190860748291, 0.439504474401474, 0.6787627339363098]",976,Paramyotonia congenita,Muscular
977.0,"[-1.02777, -0.452997, 0.362607, -0.0239218, -0.133373, 0.0122143, -1.53255, -0.0931637, -1.23813, 2.26168, 2.51752, 2.63868, -0.893966, -1.09112, -5.70945, -1.66204]","[0.9302759766578674, 0.22497667372226715, 0.11300280690193176, 0.4496435821056366, 0.6111708879470825, -0.34915435314178467, 0.7385064363479614, 1.192030429840088, -0.5370919108390808, 0.4177713394165039, 0.6747704744338989, -0.2745383381843567, 1.1892039775848389, 0.25271880626678467, 0.6049842238426208, 0.5443069934844971]",977,Brugada syndrome,Cardiovascular
978.0,"[-1.02966, -0.411076, 0.387609, -0.0455319, -0.124703, -0.0249969, -1.56664, -0.0783517, -1.21217, 2.3184, 2.49621, 2.61133, -0.872315, -1.13981, -5.73593, -1.60984]","[-1.0945063829421997, 0.05889439582824707, 0.3660624623298645, 0.29248523712158203, -0.579314112663269, 0.04108794033527374, 0.08964034914970398, 0.7119930386543274, 0.07862234115600586, 0.4913389980792999, 0.9372968673706055, -0.6645458340644836, 0.38612067699432373, 0.3747715950012207, 0.31281739473342896, 0.7857720851898193]",978,Heart block,Cardiovascular
979.0,"[-0.962449, -0.421615, 0.323183, 0.0387379, -0.143041, 0.00787302, -1.51066, -0.0875347, -1.24695, 2.25821, 2.56606, 2.66341, -0.873641, -1.06716, -5.71467, -1.7047]","[-0.48857903480529785, 0.03684704005718231, 0.7467250823974609, 0.4097009003162384, 1.3028727769851685, -0.354934424161911, 0.43406838178634644, 0.7662803530693054, -0.14704164862632751, 1.0789827108383179, 0.9115270376205444, -0.9867795705795288, 0.5406087040901184, -0.12194398045539856, 0.7159593105316162, 0.9655071496963501]",979,Sick sinus syndrome,Cardiovascular
